row_id,phrase_score
916,-0.8934
917,-0.9502
918,0.0
919,0.0
920,0.0
921,0.0
922,0.9561
923,0.3612
924,-0.7783
925,-0.9953
926,0.9295
927,0.6124
928,0.6124
929,0.8176
930,0.7003
931,0.8625
932,0.6486
933,0.9643
934,0.8519
935,0.6486
936,-0.0258
937,-0.1531
938,-0.1531
939,0.9022
940,0.9136
941,-0.9796
942,-0.9796
943,0.5719
944,0.9136
945,0.0
946,-0.2912
947,-0.2732
948,0.6808
949,0.9853
950,0.6808
951,-0.2732
952,0.6509
953,-0.7096
954,0.0
955,0.6124
956,0.9933
957,0.9611
958,0.9832
959,-0.6486
960,0.3269
961,0.875
962,0.6124
963,0.875
964,0.792
965,0.0
966,0.8271
967,0.8271
968,0.8126
969,0.792
970,0.9726
971,0.9682
972,-0.9136
973,0.8377
974,-0.9136
975,0.8377
976,0.0
977,-0.4215
978,-0.4215
979,0.9246
980,0.9872
981,0.9881
982,0.9552
983,0.9738
984,0.8402
985,0.8402
986,0.9665
987,0.6486
988,0.6486
989,0.8779
990,0.9517
991,0.0
992,0.9231
993,0.9442
994,0.9442
995,0.9381
996,0.9795
997,0.9788
998,0.9231
999,0.7205
1000,0.6515
1001,0.7291
1002,-0.2263
1003,-0.2263
1004,0.0
1005,0.0
1006,0.4019
1007,0.0
1008,0.0
1009,0.6249
1010,0.4019
1011,-0.8519
1012,0.8999
1013,0.6249
1014,0.9274
1015,0.9274
1016,0.1531
1017,0.8625
1018,0.875
1019,0.1531
1020,0.8126
1021,0.8271
1022,0.0
1023,0.0
1024,0.8126
1025,-0.891
1026,0.2391
1027,0.938
1028,0.484
1029,0.2144
1030,-0.4215
1031,-0.5719
1032,-0.7096
1033,0.7845
1034,-0.743
1035,0.9091
1036,0.7845
1037,-0.0772
1038,-0.5719
1039,0.6486
1040,-0.0387
1041,0.8555
1042,-0.7239
1043,-0.7239
1044,0.8555
1045,-0.296
1046,0.9921
1047,-0.7964
1048,0.9612
1049,0.0
1050,0.4215
1051,0.7351
1052,0.7351
1053,0.6369
1054,-0.7964
1055,0.9961
1056,0.6808
1057,-0.4215
1058,0.0
1059,-0.5267
1060,0.3818
1061,0.2975
1062,0.2975
1063,0.2975
1064,0.0
1065,0.5922
1066,0.8702
