DATE,SENTIMENT,SENTIMENT_PRED
2022-01-01,0.1366747904617186,0.13033076922038161
2022-01-02,0.2760002909215126,0.1606851452862819
2022-01-03,0.22826048115523168,0.015448731210932895
2022-01-04,0.01582826952011763,0.03350607021600028
2022-01-05,0.10994109107953892,0.01678089875046376
2022-01-06,-0.12409318614987164,-0.031080399761776793
2022-01-07,0.15967361437506042,-0.12676345595755265
2022-01-08,0.24764669985044227,0.04407680408912711
2022-01-09,-0.12445994470590445,-0.15839897676232795
2022-01-10,0.1923619348119246,-0.04707058829517337
2022-01-11,0.026007704594940166,-0.07184028434321589
2022-01-12,-0.024558580379663113,0.01832507757407493
2022-01-13,-0.1410655663376322,-0.041858388822705206
2022-01-14,0.10536797192433811,0.10812689263829037
2022-01-15,-0.10315678076579014,-0.0010511516761821567
2022-01-16,-0.0232879307877738,0.06554306298494339
2022-01-17,-0.06946096840043979,0.03064847153533871
2022-01-18,0.1908878228448514,0.015259877340701722
2022-01-19,0.06745382412825368,-0.020802169852004216
2022-01-20,-0.005594605176075789,-0.042299031550000005
2022-01-21,0.05496952673240129,0.026321967419197314
2022-01-22,0.31757032093850684,0.230008720872623
2022-01-23,0.32864090758569847,-0.018402128169933956
2022-01-24,-0.18600340531080306,-0.2402981817237257
2022-01-25,0.18986676935312605,0.0842528482052413
2022-01-26,0.00786127787080529,0.05216713325145455
2022-01-27,0.1316055483666751,0.13398115228323967
2022-01-28,0.2651484083039526,0.06786620998938911
2022-01-29,0.3551866388267323,0.1362314925246648
2022-01-30,0.006132574554158068,0.052897337280228385
2022-01-31,0.03475840764189011,0.05331022787239899
2022-02-01,-0.07894537749031978,-0.020205753464251023
2022-02-02,0.12171186767638577,-0.07082008763594179
2022-02-03,-0.02668395808544175,0.004926962406567661
2022-02-04,-0.06365241471305819,-0.0404416953987055
2022-02-05,-0.012761069449723274,-0.07788036931045404
2022-02-06,-0.17209133495871357,0.01131549262693928
2022-02-07,-0.12065858755225539,-0.0363027548588862
2022-02-08,-0.11133576853033945,-0.21178049304568236
2022-02-09,-0.07373787330585536,-0.0030036227266960354
2022-02-10,-0.13080876324973184,-0.060267881117761136
2022-02-11,0.15406692963340293,0.12305647103326195
2022-02-12,0.03368213542204595,-0.0053012235260282
2022-02-13,0.0003001565037265811,0.09562354907393456
2022-02-14,-0.01600372298869303,0.06633752370138339
2022-02-15,0.05188057193445137,0.03849083994501698
2022-02-16,0.10768661180074861,0.058125622375591754
2022-02-17,-0.014926183460278353,-0.028228371221173023
2022-02-18,-0.22495915619610574,-0.10515444656404205
2022-02-19,-0.03654711513181302,-0.14002253996338065
2022-02-20,-0.07747262126639458,0.05063321228538241
2022-02-21,-0.05071148958090326,-0.04481412303783826
2022-02-22,0.0918799138270788,-0.01951081174868574
2022-02-23,-0.12721949235791277,-0.08255679193327145
2022-02-24,0.04507949276701944,-0.08662916742995017
2022-02-25,-0.1815932554574694,-0.036635655458970476
2022-02-26,-0.16225317239704964,-0.01387845929712057
2022-02-27,-0.003174739995309667,-0.06093295291148458
2022-02-28,-0.1934369329033611,-0.14222184691191483
2022-03-01,0.042728848872743544,-0.01226287117086747
2022-03-02,0.012123586654103522,-0.06728400199566609
2022-03-03,-0.006823306723434515,-0.08997789355720641
2022-03-04,-0.0316294644651751,0.005424060639025236
2022-03-05,0.06491021823837528,0.06570620598142253
2022-03-06,-0.019026789377633864,0.015760870999656618
2022-03-07,0.28725595228848577,0.05545599026071303
2022-03-08,0.15747351899860404,-0.05695697907928359
2022-03-09,-0.06266001770579696,-0.09508431946309255
2022-03-10,0.024933523673226547,-0.05515684187412262
2022-03-11,0.08216623689666322,-0.02271835385438274
2022-03-12,-0.01928277039341693,-0.0007413108743983714
2022-03-13,0.0578605520144525,0.10064652885323863
2022-03-14,-0.1693812331693992,-0.09332676275066962
2022-03-15,-0.18905597926179254,-0.1465132556506003
2022-03-16,-0.020189131012281238,0.03662330936640501
2022-03-17,-0.19865256049024263,-0.047262032330157425
2022-03-18,-0.1792477259463112,0.034692347724558203
2022-03-19,3.8427852837849986e-05,-0.1749805547297001
2022-03-20,0.06426260632336074,-0.001346389936184601
2022-03-21,0.07202380091236564,0.017175271335146552
2022-03-22,0.036656635242570124,0.03641660318161095
2022-03-23,0.06248289462745789,0.08372159018264418
2022-03-24,0.1330407081750309,-0.0031620562076568604
2022-03-25,-0.21360837234541807,0.003155190313986256
2022-03-26,-0.001310282847758237,-0.07776693499060154
2022-03-27,-0.024072174067529907,-0.01157905397897363
2022-03-28,0.08894453882362582,0.06479579857167059
2022-03-29,0.0806448855502405,0.1072752554033835
2022-03-30,0.05800940090575141,0.03763962249065245
2022-03-31,-0.04250068086870929,-0.020643042267433236
2022-04-01,0.05148484791229572,0.04974880785080767
2022-04-02,-0.09901146132506254,0.013361334800720215
2022-04-03,-0.21079496838718925,-0.2548415031666688
2022-04-04,0.16173783350600443,-0.02352490528569467
2022-04-05,0.17929276891719054,0.05438362301870065
2022-04-06,0.18205622600056032,0.04487299660936066
2022-04-07,-0.010612834902170461,0.02701004558064683
2022-04-08,0.02965535883408781,0.012062323048424485
2022-04-09,0.11713611786112824,0.05018967722370927
2022-04-10,-0.003065876088347661,-0.02753683119576486
2022-04-11,0.07629573817201103,0.0053890205268254466
2022-04-12,-0.09419726187076476,-0.0982626942329463
2022-04-13,-0.11899430344747448,-0.06969865500255391
2022-04-14,0.0026799505647633042,0.0009002491707022365
2022-04-15,-0.03982203792967591,-0.023980365795824417
2022-04-16,-0.07677674696323017,-0.012450543015977943
2022-04-17,-0.09720692718087966,-0.0749532032094742
2022-04-18,-0.031424997596759444,0.010055321713721825
2022-04-19,0.04645766665784827,0.025745726525522285
